Timestamp,Dónde estás trabajando,Dedicación,Contrato Plazo Fijo,Último salario mensual  o retiro BRUTO (en tu moneda CLP),Último salario mensual o retiro NETO (en tu moneda CLP),Pagos,Si tu sueldo está dolarizado ¿Cuál fue el último valor del dólar que tomaron?,Recibís algún tipo de bono,A qué está atado el bono,¿Tuviste actualizaciones de tus ingresos laborales durante 2023?,Que Porcentaje de ipc % te reajustaron,¿En qué mes fue el último ajuste?,Cómo considerás que están tus ingresos laborales comparados con el semestre anterior,¿Contás con beneficios adicionales?,¿Qué tan conforme estás con tus ingresos laborales?,¿Estás buscando trabajo?,Trabajo de,Años de experiencia,Antigüedad en la empresa actual,Tiempo en el puesto actual,¿Cuántas personas a cargo tienes?,Plataformas que utilizas en tu puesto actual,Lenguajes de programación o tecnologías que utilices en tu puesto actual,"Frameworks, herramientas y librerías que utilices en tu puesto actual",Bases de datos,QA / Testing,Cantidad de personas en tu organización,Modalidad de trabajo,Si trabajas bajo un esquema híbrido ¿Cuántos días a la semana vas a la oficina?,¿La recomendás como un buen lugar para trabajar?,"¿Qué tanto estás usando Copilot, ChatGPT u otras herramientas de IA para tu trabajo?",¿Salir o seguir contestando?,Máximo nivel de estudios,Estado,Carrera,Institución educativa,¿Salir o seguir contestando sobre las guardias?,¿Tienes turnos?,Cuánto cobrás por los turnos,Aclara el número que ingresaste en el campo anterior,¿Salir o seguir contestando sobre estudios?,Tengo (edad),Me identifico (género),¿Cuáles considerás que son las mejores empresas de IT para trabajar en este momento en tu ciudad?
1/8/2024 10:59:50,Región Metropolitana,Full-Time,Contrato Indefinido,4000000,3400000,,,De uno a tres sueldos,Performance de la compañía,Uno,4,Marzo,3,"Abono de Internet, Capacitaciones y/o cursos, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",2,"No, estoy muy conforme.",Architect,5,7,2,2,"Amazon Web Services, Docker, Serverless","Go, Javascript, TypeScript",Node.js,"Amazon DynamoDB, ElasticSearch, MongoDB, MySQL, PostgreSQL, Redis","Jest, Mocha",De 51 a 100 personas,100% remoto,0,8,1,Terminar encuesta,,,,,,,,,,33,Varón Cis,
1/8/2024 11:22:21,Región Metropolitana,Full-Time,Contrato Indefinido,4722951,3862591,Cobro todo el salario en pesos,,De uno a tres sueldos,Performance grupal,Uno,4,Marzo,3,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Cuota para universidad / posgrados, Descuentos varios (El mercurio, La Tercera , otro), Estacionamiento gratuito / subvencionado, Horarios flexibles, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Vacaciones flexibles (adicionales a las reglamentarias), Jardin Infantil, Descuento en colegios",4,"No, pero escucho ofertas.",UX Lead,11,2,2,7,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 501 a 1000 personas,Híbrido (presencial y remoto),1,8,4,Terminar encuesta,,,,,,,,,,36,Varón Cis,Mercado Libre
1/8/2024 11:22:22,Región Metropolitana,Full-Time,Contrato Indefinido,3200000,2600000,Cobro todo el salario en pesos,,Menos de un sueldo,beneficios internos,Uno,0,Febrero,3,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Horarios flexibles, Sala de lactancia en la oficina, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias), Jardin Infantil",4,"No, estoy muy conforme.",Developer,8,2,1,6,"Amazon Web Services, Docker, Kubernetes","Javascript, Ruby","Rails, React.js, Vue.js",PostgreSQL,minitest/ruby,De 1001 a 2000 personas,100% remoto,0,10,5,Responder sobre guardias,,,,,,"Sí, pasiva",0,Neto,Terminar encuesta,31,Hombre,
1/8/2024 11:46:21,Región Metropolitana,Part-Time,Contractor,1000000,1000000,Cobro todo el salario en dólares,,No,No recibo bono,No,0,No tuve,2,Ninguna de las anteriores,2,"No, pero escucho ofertas.",HelpDesk,2,2,2,0,"Docker, Linux, VMWare, Windows Server","HTML, SQL",Node.js,"MariaDB, Microsoft SQL Server, MySQL",Ninguna de las anteriores,De 51 a 100 personas,100% remoto,0,0,3,Terminar encuesta,,,,,,,,,,52,Varón Cis,no lo se
1/8/2024 11:49:39,Región Metropolitana,Full-Time,Contrato Indefinido,2769748,2325157,Cobro todo el salario en pesos,no,Menos de un sueldo,Performance de la compañía,Uno,4.1,Diciembre,4,"Estacionamiento gratuito / subvencionado, Horarios flexibles, 3 periodos de vacaciones con total de 8 semanas",4,"No, pero escucho ofertas.",SysAdmin,16,4,3,0,"Arduino o similar, Google Cloud Platform, Microcontroladores, Syscol, Lirmi","Arduino, Javascript, Python, VBA",Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 11  a 50  personas,100% presencial,0,7,4,Responder sobre mis estudios,Maestría,En curso,Ingeniería Civil Industrial,Universidad San Sebastián,Terminar encuesta,No,0,Bruto,Responder sobre mis estudios,39,Varón Cis,
1/8/2024 12:05:47,Región Metropolitana,Part-Time,Contrato Indefinido,650000,550000,Cobro todo el salario en pesos,,No,No recibo bono,No,0,No tuve,1,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Cuota para universidad / posgrados, Horarios flexibles",2,"No, pero escucho ofertas.",Developer,1,1,1,0,"Amazon Web Services, Azure, Linux","Dart, Go, Javascript, Python, SQL, TypeScript","Angular, Bootstrap, Django, Flask, Flutter, Next.js, Node.js, React.js","Amazon DynamoDB, Microsoft Azure (Tables, CosmosDB, SQL, etc), MySQL, Oracle, PostgreSQL, SQLite","Jest, Postman, Visual Studio Coded UI",De 2 a 10 personas,100% remoto,0,0,5,Responder sobre mis estudios,Universitario,En curso,Ingeniería en Informática,Universidad Andrés Bello,Responder sobre guardias,No,0,Porcentaje de mi sueldo bruto,Terminar encuesta,23,Varón Cis,"Oracle, Apple, Cencosud, Buda, Kaufmann."
1/8/2024 12:12:07,Región Metropolitana,Full-Time,Contrato Indefinido,1780164,1310284,Cobro todo el salario en pesos,,Menos de un sueldo,Performance de la compañía,Uno,0,Mayo,3,"Abono de Internet, Horarios flexibles",2,"No, pero escucho ofertas.",Data Scientist,3,3,0,0,"Amazon Web Services, Google Cloud Platform","Python, SQL","Spark, TensorFlow","MongoDB, MySQL",Postman,De 51 a 100 personas,100% remoto,0,8,4,Responder sobre mis estudios,Maestría,Completo,Economía,Universidad Diego Portales,Terminar encuesta,,,,,29,Mujer Cis,
1/8/2024 12:36:43,Región Metropolitana,Full-Time,Contrato Indefinido,5840000,4500000,Cobro todo el salario en pesos,,Un sueldo,Performance grupal,Uno,10.3,Julio,3,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Descuentos varios (El mercurio, La Tercera , otro), Horarios flexibles, Licencia por nacimiento extendida, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)",4,"No, pero escucho ofertas.",Administrador Middleware y Team Leader Ciberseguridad,19,6,6,5,"AIX, Amazon Web Services, Arduino o similar, Azure, Docker, Google Cloud Platform, HP-UX, IBM Cloud / Watson, Kubernetes, Linux, Mainframe, OpenShift, Solaris, Serverless, VMWare, Windows Server","Ninguno de los anteriores, No desarrollo, solo administro y analizo","Ninguno de los anteriores, No desarrollo, solo administro y analizo","Ninguna de las anteriores, No desarrollo, solo administro y analizo","PHPUnit, Postman, Selenium",De 201 a 500 personas,100% remoto,0,10,0,Responder sobre mis estudios,Maestría,En curso,Ingeniería en Ciberseguridad,Otra,Terminar encuesta,"Sí, pasiva",10,Porcentaje de mi sueldo bruto,Responder sobre mis estudios,41,Varón Cis,Google
1/8/2024 13:06:41,Región Metropolitana,Full-Time,Contrato Indefinido,2563644,2200000,Cobro todo el salario en pesos,,Menos de un sueldo,Colación y asignación por gastos básicos,No,0,No tuve,3,"Abono de Internet, Descuento en gimnasios / Clases de gimnasia online, Horarios flexibles",2,"No, pero escucho ofertas.",BI Analyst / Data Analyst,3,0,0,0,Ninguna de las anteriores,"Python, SQL, VBA, pandas, Django, Apache Beam","BigQuery, Apache Beam, python, bash",Google Cloud Storage,Ninguna de las anteriores,De 2001a 5000 personas,100% remoto,0,5,4,Responder sobre mis estudios,Universitario,Completo,Ingeniería en Informática,Duoc UC Universidad Católica,Terminar encuesta,,,,,33,Mujer Cis,MercadoLibre
1/8/2024 13:08:35,Región de Valparaíso,Full-Time,Contrato Indefinido,3973075,2960733,Cobro todo el salario en pesos,,No,No recibo bono,Uno,9.1,Enero,3,"Abono de Internet, Capacitaciones y/o cursos, Horarios flexibles",3,"No, pero escucho ofertas.",Technical Leader,8,4,1,0,"Amazon Web Services, Docker, Linux","Javascript, Ruby",Rails,"Amazon RDS/Aurora, PostgreSQL",RSpec,De 501 a 1000 personas,100% remoto,0,8,2,Responder sobre mis estudios,Universitario,Incompleto,Ingeniería en Informática,Universidad Técnica Federico Santa María.,Terminar encuesta,,,,,35,Varón Cis,"Globant, BUK, Fintual"
1/8/2024 13:14:22,Región Metropolitana,Full-Time,Contrato Indefinido,4517053,3598245,Cobro todo el salario en pesos,,No,No recibo bono,No,0,No tuve,3,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",DevOps Engineer,6,0,3,0,"Amazon Web Services, Azure, Docker, Google Cloud Platform, Kubernetes, Linux, Serverless","Bash/Shell, Java, Javascript, Python, TypeScript","Angular, Next.js, Node.js, React.js, Vue.js","Amazon RDS/Aurora, ElasticSearch, Google Cloud Storage, MongoDB, PostgreSQL, Redis","Mocha, Postman",De 5001 a 10000 personas,100% remoto,0,6,0,Responder sobre guardias,,,,,,"Sí, pasiva",80000,Bruto,Terminar encuesta,31,Varón Cis,
1/8/2024 14:17:55,Región Metropolitana,Full-Time,Contrato Indefinido,1760000,1661247,Cobro todo el salario en pesos,,No,No recibo bono,No,0,No tuve,1,"Abono de Internet, Capacitaciones y/o cursos, Horarios flexibles",1,"No, pero escucho ofertas.",Developer,3,2,3,0,Ninguna de las anteriores,"Javascript, TypeScript","Next.js, Node.js, React.js",Ninguna de las anteriores,"Cucumber, Jest, Postman, Selenium",De 501 a 1000 personas,100% remoto,0,0,0,Terminar encuesta,,,,,,,,,,35,Mujer Cis,"Mercado libre, Fintual"
1/8/2024 14:41:29,Región de Los Lagos,Full-Time,Contrato Indefinido,2200000,1900000,Cobro todo el salario en U.F.,,No,No recibo bono,No,100,Noviembre,3,"Abono de celular, Descuento en gimnasios / Clases de gimnasia online, Cuota para universidad / posgrados, Estacionamiento gratuito / subvencionado, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos",3,"No, pero escucho ofertas.",Project Manager,15,3,2,5,"Azure, Docker, Google Cloud Platform, Linux, VMWare, Windows Server",".NET, Bash/Shell, CSS, HTML, Javascript, PHP, SQL, TypeScript",".NET Core, Angular, Bootstrap, Flutter, jQuery, Laravel, Vue.js, WordPress","MariaDB, Microsoft SQL Server, MongoDB, MySQL, PostgreSQL, SQLite","JUnit, Selenium",De 11  a 50  personas,Híbrido (presencial y remoto),4,8,4,Responder sobre mis estudios,Universitario,Completo,Analista Programador,AIEP,Terminar encuesta,No,0,Neto,Responder sobre mis estudios,38,Varón Cis,
1/8/2024 14:58:29,Región Metropolitana,Full-Time,Contrato Indefinido,1865708,1400000,,,No,No recibo bono,Dos,0,Noviembre,3,"Capacitaciones y/o cursos, Comidas pagas / subvencionadas",3,"Sí, estoy buscando activamente.",Automation QA,2,0,0,0,"Amazon Web Services, Linux","Bash/Shell, Java, SQL","Selenium, Appium",PostgreSQL,"Appium, JUnit, Postman, Selenium, soatest parasoft",De 51 a 100 personas,100% remoto,0,7,2,Responder sobre mis estudios,Universitario,Completo,Ciencia Política y Analista Programador,Duoc UC Universidad Católica,Terminar encuesta,No,0,Porcentaje de mi sueldo bruto,Responder sobre mis estudios,32,Mujer Cis,"SAP, GLOBANT"
1/8/2024 16:30:34,Región de Valparaíso,Full-Time,Contrato Indefinido,1900000,1600000,Cobro todo el salario en pesos,,Menos de un sueldo,Performance individual,No,0,No tuve,3,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",Developer,16,10,10,0,Linux,"CSS, HTML, Javascript, PHP, SQL","Bootstrap, jQuery, WordPress","MariaDB, MySQL",Postman,De 2 a 10 personas,100% remoto,0,8,0,Responder sobre guardias,Universitario,Completo,Analista Programador,Duoc UC Universidad Católica,Terminar encuesta,No,0,Porcentaje de mi sueldo bruto,Responder sobre mis estudios,43,Varón Cis,
1/8/2024 17:06:46,Región Metropolitana,Full-Time,Contrato Indefinido,2814000,2226000,Cobro todo el salario en pesos,,No,No recibo bono,Dos,100,Noviembre,3,Ninguna de las anteriores,3,"No, estoy muy conforme.",SysAdmin,24,5,4,0,"Amazon Web Services, Azure, *BSD, Docker, IBM Cloud / Watson, Kubernetes, Linux, OpenStack, Solaris, Windows Server","Bash/Shell, CSS, HTML, Javascript, Python, SQL",Bootstrap,"MariaDB, Microsoft Azure (Tables, CosmosDB, SQL, etc), MySQL",SoapUI,De 101 a 200 personas,Híbrido (presencial y remoto),1,10,3,Terminar encuesta,,,,,,,,,,52,Prefiero no decir,
1/8/2024 17:08:30,Región Metropolitana,Full-Time,Contrato Indefinido,4350000,3900000,Cobro todo el salario en pesos,,De uno a tres sueldos,Mix de las anteriores,Uno,5,Junio,2,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Stock options / RSUs",3,"No, estoy muy conforme.",QA / Tester,22,6,1,3,"Docker, Google Cloud Platform, Kubernetes","Bash/Shell, Groovy, Java, Javascript","Node.js, Spring","Google Cloud Storage, Redis","Appium, Cucumber, JUnit, Mocha, Postman, Selenium, WebDriverIO",Más de 10000 personas,Híbrido (presencial y remoto),2,10,4,Responder sobre mis estudios,Universitario,Completo,Ingeniería en Informática,Otra,Terminar encuesta,No,0,Porcentaje de mi sueldo bruto,Responder sobre mis estudios,42,Varón Cis,"Globant, NTT, Mercado Libre"
1/8/2024 17:42:52,Región Metropolitana,Full-Time,Contrato Indefinido,3666666,3100000,Mi sueldo está en euros (pero cobro en moneda local) y con varios ajustes a lo largo del año no relacionados con el IPC,,3+ sueldos,Mix de las anteriores,Tres,0,Diciembre,4,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Cuota para universidad / posgrados, Horarios flexibles, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias), Viaje anual de descanso a destinos predefinidos por la empresa, beneficio de reubicación en Europa con familia y mascotas, beneficio de residencia para visitar la oficina en Italia, 500 euros por persona al año para compartir con el equipo, psicoterapia gratis, etc",4,"No, estoy muy conforme.",Security and Privacy Engineer,2,2,1,0,"Docker, Firebase, Google Cloud Platform, Linux, Serverless","CSS, HTML, Java, Javascript, Python, SQL, TypeScript","Hadoop, Next.js, Node.js, React.js","Google Cloud Storage, BigQuery",Selenium,De 501 a 1000 personas,100% remoto,0,10,0,Responder sobre guardias,Universitario,Completo,Ingeniería Civil en Computación e Informática,Universidad Mayor,Responder sobre guardias,"Sí, pasiva",0,Porcentaje de mi sueldo bruto,Terminar encuesta,29,Mujer Trans,
1/8/2024 18:35:49,Región Metropolitana,Full-Time,Contrato Indefinido,1500000,1380000,Cobro todo el salario en pesos,,No,No recibo bono,No,0,No tuve,3,"Capacitaciones y/o cursos, Clases de idiomas, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",SRE (Site Reliability Engineer),0,0,0,0,"Amazon Web Services, Docker, Kubernetes, Linux, Serverless","Go, Groovy, Python",Angular,"Amazon DynamoDB, Amazon RDS/Aurora, ElasticSearch",Ninguna de las anteriores,De 501 a 1000 personas,Híbrido (presencial y remoto),3,8,0,Responder sobre mis estudios,Universitario,Completo,Traducción,,Terminar encuesta,,,,,28,Varón Cis,"Equifax, Globant, Kibernum, "
1/8/2024 22:47:17,Región del Maule,Full-Time,Contrato plazo Fijo,550000,55000,Cobro todo el salario en pesos,,No,No recibo bono,No,0,No tuve,1,Ninguna de las anteriores,1,"Sí, estoy buscando activamente.",Developer,0,0,0,0,VMWare,Ninguno de los anteriores,.NET Core,Ninguna de las anteriores,Ninguna de las anteriores,De 2 a 10 personas,100% presencial,0,0,0,Responder sobre mis estudios,Universitario,Incompleto,Ingeniería en Informática,Instituto Profesional INACAP,Responder sobre guardias,No,0,Porcentaje de mi sueldo bruto,Terminar encuesta,35,Varón Cis,no hay
1/9/2024 5:13:15,Región Metropolitana,Full-Time,Contrato Indefinido,3645815,2856115,Cobro todo el salario en pesos,,Menos de un sueldo,Performance de la compañía,No,9,No tuve,1,"Descuento en gimnasios / Clases de gimnasia online, Comidas pagas / subvencionadas",1,"No, pero escucho ofertas.",Developer,7,4,3,0,"Azure, Docker, Google Cloud Platform, IBM Cloud / Watson, Kubernetes, Microcontroladores","HTML, Java, Javascript, SQL","Angular, Bootstrap, Hibernate, Spring","Oracle, Redis",No aplica,De 51 a 100 personas,Híbrido (presencial y remoto),0,3,0,Terminar encuesta,,,,,,,,,,36,Hetero,
1/9/2024 10:21:45,Región Metropolitana,Full-Time,Contrato Indefinido,1800000,1500000,Cobro todo el salario en pesos,,No,No recibo bono,No,0,No tuve,1,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Licencia por nacimiento extendida",1,"Sí, estoy buscando activamente.",Consultor de Accesibilidad Web,17,4,4,0,"Google Cloud Platform, Herramientas de evaluación de accesibilidad web",Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 501 a 1000 personas,100% remoto,0,4,0,Terminar encuesta,,,,,,,,,,43,Prefiero no decir,
1/9/2024 11:52:44,Región Metropolitana,Full-Time,Contrato Indefinido,6075919,5202742,Cobro todo el salario en pesos,,3+ sueldos,Mix de las anteriores,Dos,8,Octubre,3,"Abono de celular, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Estacionamiento gratuito / subvencionado, Horarios flexibles, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias), Jardin Infantil",3,"No, pero escucho ofertas.",Manager / Director,17,5,2,30,"Amazon Web Services, Azure, Docker, Firebase, Google Cloud Platform, Kubernetes, Linux","Go, Java, Javascript, Python, TypeScript","Next.js, Node.js","ElasticSearch, Google Cloud Storage, MariaDB, Microsoft Azure (Tables, CosmosDB, SQL, etc), MongoDB, PostgreSQL, Redis",Ninguna de las anteriores,De 5001 a 10000 personas,Híbrido (presencial y remoto),1,7,3,Terminar encuesta,,,,,,,,,,36,Varón Cis,
1/9/2024 13:12:24,Región de Coquimbo,Full-Time,Contrato Indefinido,1800000,1500000,Cobro todo el salario en pesos,,No,No recibo bono,No,0,No tuve,3,"Capacitaciones y/o cursos, Horarios flexibles, Stock options / RSUs",3,"No, estoy muy conforme.",Developer,11,1,1,0,"Amazon Web Services, Docker, Linux, Serverless","Bash/Shell, CSS, HTML, Javascript, Python, SQL, TypeScript","Next.js, Node.js, React.js","Amazon DynamoDB, Amazon RDS/Aurora, MongoDB, PostgreSQL, Redis",Ninguna de las anteriores,De 11  a 50  personas,100% remoto,0,10,1,Terminar encuesta,,,,,,,,,,37,Varón Cis,
1/9/2024 13:20:39,Región de Valparaíso,Full-Time,Contrato Indefinido,3349185,2807238,Cobro todo el salario en pesos,,Menos de un sueldo,Mix de las anteriores,Dos,4,Septiembre,3,"Crédito en billeteras virtuales (Mercado Pago, Rappi), Descuentos varios (El mercurio, La Tercera , otro), Horarios flexibles",3,"No, pero escucho ofertas.",Developer,10,2,2,0,"Docker, Google Cloud Platform, Kubernetes","Java, Python",Spring,PostgreSQL,"JUnit, Postman",1 (solamente yo),100% remoto,0,8,2,Terminar encuesta,,,,,,,,,,33,Varón Cis,
1/9/2024 15:54:04,Región Metropolitana,Full-Time,Contrato plazo Fijo,1450000,1100000,Cobro todo el salario en pesos,,No,No recibo bono,No,0,No tuve,2,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",1,"No, pero escucho ofertas.",BI Analyst / Data Analyst,1,1,1,0,"Arduino o similar, Ninguna de las anteriores",Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 51 a 100 personas,100% remoto,0,5,3,Terminar encuesta,,,,,,,,,,26,Mujer Cis,"fintual, toku, datalized"
1/9/2024 18:38:53,Región de Magallanes,Full-Time,Contrata / Planta estatal,1395000,1100000,Mi sueldo está dolarizado (pero cobro en moneda local),,Menos de un sueldo,Mix de las anteriores,Uno,4.3,Enero,2,"Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Cuota para universidad / posgrados",2,"No, pero escucho ofertas.",Developer,16,16,9,0,"Docker, VMWare, Windows Server",".NET, C, C#, CSS, Go, HTML, Javascript, Perl, PHP, Python, SQL","CodeIgniter, jQuery, Laravel, Next.js, React.js, Vue.js","MariaDB, Microsoft SQL Server, MongoDB, MySQL, Oracle",Ninguna de las anteriores,De 501 a 1000 personas,100% presencial,0,6,4,Terminar encuesta,,,,,,,,,,43,Varón Cis,Empresas del estado
1/9/2024 19:50:49,Región Metropolitana,Part-Time,Freelance,400000,350000,Cobro todo el salario en pesos,,No,No recibo bono,No,0,No tuve,3,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online",3,"Sí, estoy buscando activamente.",Consultant,0,0,0,0,"Google Cloud Platform, VMWare, Windows Server",SQL,Ninguno de los anteriores,"Microsoft SQL Server, MySQL, Oracle, SQLite","Postman, SoapUI",De 201 a 500 personas,Híbrido (presencial y remoto),2,8,3,Terminar encuesta,,,,,,,,,,21,Varón Cis,
1/9/2024 20:54:56,Región Metropolitana,Full-Time,Contrato Indefinido,3000000,2487000,Cobro todo el salario en pesos,,Menos de un sueldo,Mix de las anteriores,Dos,100,Diciembre,3,"Descuento en gimnasios / Clases de gimnasia online, Comidas pagas / subvencionadas, Horarios flexibles",3,"No, pero escucho ofertas.",DevOps Engineer,2,2,0,0,"Azure, Docker, Kubernetes, Linux, Serverless","Bash/Shell, Javascript","Node.js, React.js, Nest.js","Microsoft SQL Server, MySQL, PostgreSQL",JUnit,De 2001a 5000 personas,Híbrido (presencial y remoto),1,8,0,Responder sobre guardias,Terciario,Completo,Tecnicatura en Informática,Otra,Terminar encuesta,"Sí, pasiva",0,Neto,Responder sobre mis estudios,40,Varón Cis,"Mercadolibre, Falabella, BCI, ACHS, Cencosud"
1/10/2024 18:58:04,Región Metropolitana,Full-Time,Contrato plazo Fijo,2600000,2223000,Cobro todo el salario en pesos,,No,No recibo bono,No,0,No tuve,3,Ninguna de las anteriores,4,"No, pero escucho ofertas.",Consultant,3,0,0,0,Ninguna de las anteriores,"Python, SQL, VBA",Ninguno de los anteriores,MySQL,Ninguna de las anteriores,De 501 a 1000 personas,Híbrido (presencial y remoto),4,10,3,Terminar encuesta,,,,,,,,,,26,Mujer Cis,
1/10/2024 23:10:07,Región del Ñuble,Full-Time,Contrato Indefinido,2500000,2100000,Cobro todo el salario en pesos,,Menos de un sueldo,"No tiene condiciones, pero el valor depende del dolar",Dos,20,Junio,4,"Abono de Internet, Capacitaciones y/o cursos, Comidas pagas / subvencionadas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",4,"No, pero escucho ofertas.",Developer,2,2,1,0,"Amazon Web Services, Docker, Kubernetes, Linux","Java, Javascript, Python, SQL","Flask, Hibernate, React.js, Spring","Amazon RDS/Aurora, MySQL","Cucumber, JUnit",De 11  a 50  personas,100% remoto,0,10,2,Terminar encuesta,,,,,,,,,,28,Varón Cis,
1/11/2024 16:53:13,Región Metropolitana,Full-Time,Contrato Indefinido,1893516,1506591,Cobro todo el salario en pesos,,No,No recibo bono,No,0,No tuve,3,"Abono de Internet, Horarios flexibles",3,"No, pero escucho ofertas.",Developer,5,1,1,0,Amazon Web Services,"HTML, Javascript, PHP, SQL","Laravel, Vue.js","Amazon RDS/Aurora, MySQL",Postman,De 11  a 50  personas,100% remoto,0,8,4,Responder sobre mis estudios,Universitario,Completo,Ingeniería en Informática,Universidad del Bío Bío,Terminar encuesta,No,0,Porcentaje de mi sueldo bruto,Responder sobre mis estudios,28,Varón Cis,
1/12/2024 12:44:06,Región Metropolitana,Full-Time,Contrato Indefinido,1256643,1007372,Cobro todo el salario en pesos,,No,No recibo bono,No,0,No tuve,3,"Ninguna de las anteriores, beneficios app de gestion (Talana)",3,"No, pero escucho ofertas.",QA / Tester,1,1,1,0,"Amazon Web Services, Docker, SAP","Java, Javascript, Python",SAP,"Amazon DynamoDB, ElasticSearch, HANA","Appium, Cucumber, Postman, Selenium",De 501 a 1000 personas,100% remoto,0,8,1,Responder sobre guardias,Secundario,Completo,,,Responder sobre guardias,No,0,Neto,Terminar encuesta,30,Mujer Cis,
1/14/2024 8:41:22,Región Metropolitana,Full-Time,Contrato Indefinido,4200000,3500000,Cobro todo el salario en pesos,,No,No recibo bono,Dos,2,Octubre,2,"Capacitaciones y/o cursos, Crédito en billeteras virtuales (Mercado Pago, Rappi), Horarios flexibles, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)",1,"Sí, estoy buscando activamente.",Data Engineer,12,2,2,3,"Amazon Web Services, Docker, Google Cloud Platform, Linux","Bash/Shell, Go, Javascript, Python, SQL","Flask, Hadoop, Spark, FastAPI","Amazon DynamoDB, Amazon RDS/Aurora, Google Cloud Storage, MySQL, PostgreSQL, Redis, BigQuery","Postman, Visual Studio Coded UI",De 501 a 1000 personas,Híbrido (presencial y remoto),0,1,0,Responder sobre mis estudios,Posgrado/Especialización,Completo,Ingeniería Civil Industrial,Otra,Responder sobre guardias,No,0,Neto,Terminar encuesta,36,Varón Cis,
1/15/2024 11:54:04,Región Metropolitana,Full-Time,Contrato Indefinido,2100000,1720000,Cobro todo el salario en pesos,,Menos de un sueldo,Mix de las anteriores,No,0,Julio,2,"Horarios flexibles, Seguro de salud",2,"No, pero escucho ofertas.",Developer,4,3,3,0,Ninguna de las anteriores,"CSS, HTML, Javascript, TypeScript","Bootstrap, React.js, Gatsby",Ninguna de las anteriores,Ninguna de las anteriores,De 51 a 100 personas,100% remoto,0,7,3,Terminar encuesta,,,,,,,,,,33,Mujer Cis,"Thoughtworks, Softserve, LATAM airlines, Globant, Perficient"
1/15/2024 15:50:43,Región Metropolitana,Full-Time,Contrato Indefinido,750000,800000,Cobro todo el salario en pesos,,No,No recibo bono,No,0,No tuve,2,Ninguna de las anteriores,2,"No, pero escucho ofertas.",Networking,5,3,3,0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 101 a 200 personas,Híbrido (presencial y remoto),5,4,0,Terminar encuesta,,,,,,,,,,31,Varón Cis,
1/15/2024 18:46:20,Región Metropolitana,Full-Time,Contrato Indefinido,3142964,2338325,Cobro todo el salario en pesos,,3+ sueldos,Performance de la compañía,Uno,0,No tuve,4,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Descuentos varios (El mercurio, La Tercera , otro), Horarios flexibles, Sala de lactancia en la oficina, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Vacaciones flexibles (adicionales a las reglamentarias)",2,"Sí, estoy buscando activamente.",Data Engineer,5,2.5,0,0,"Docker, Google Cloud Platform","Python, SQL",Ninguno de los anteriores,"Google Cloud Storage, Microsoft SQL Server, Bigquery",Ninguna de las anteriores,Más de 10000 personas,100% remoto,0,10,3,Terminar encuesta,,,,,,,,,,28,Varón Cis,"Falabella, Walmart"
